household_id;municipality_id;grid_id;HLA;HSC;HSI;age;FAM;SEX;AG2;EMP
059740040040-0;059740040040;100mN31632E41879;S;NA;1;22;W;F;1824;NEP
059740040040-1;059740040040;100mN31639E41887;S;NA;1;40;M;F;4049;EMP
059740040040-2;059740040040;100mN31626E41910;MC;NA;3;59;M;M;5064;NEP
059740040040-2;059740040040;100mN31626E41910;MC;NA;3;53;M;F;5064;EMP
059740040040-2;059740040040;100mN31626E41910;MC;NA;3;15;S;M;1517;UEP
059740040040-3;059740040040;100mN31631E41828;MC;OS;2;68;M;F;6574;EMP
059740040040-3;059740040040;100mN31631E41828;MC;OS;2;70;M;M;6574;EMP
059740040040-4;059740040040;100mN31658E41890;S;NA;1;55;S;F;5064;NEP
059740040040-5;059740040040;100mN31643E41903;MC;NA;3;41;M;M;4049;NEP
059740040040-5;059740040040;100mN31643E41903;MC;NA;3;43;M;F;4049;NEP
059740040040-5;059740040040;100mN31643E41903;MC;NA;3;19;W;F;1824;EMP
059740040040-6;059740040040;100mN31645E41927;MC;NA;2;58;M;F;5064;NEP
059740040040-6;059740040040;100mN31645E41927;MC;NA;2;62;M;M;5064;NEP
059740040040-7;059740040040;100mN31641E41901;SF;NA;2;54;S;F;5064;EMP
059740040040-7;059740040040;100mN31641E41901;SF;NA;2;31;W;F;3039;EMP
059740040040-8;059740040040;100mN31640E41892;PO;MIX;4;75;M;F;75XX;EMP
059740040040-8;059740040040;100mN31640E41892;PO;MIX;4;33;S;F;3039;EMP
059740040040-8;059740040040;100mN31640E41892;PO;MIX;4;37;S;F;3039;NEP
059740040040-8;059740040040;100mN31640E41892;PO;MIX;4;18;W;F;1824;NEP
059740040040-9;059740040040;100mN31642E41876;PO;NA;2;53;S;F;5064;NEP
059740040040-9;059740040040;100mN31642E41876;PO;NA;2;18;S;M;1824;NEP
059740040040-10;059740040040;100mN31637E41892;S;OS;1;35;D;M;3039;EMP
059740040040-11;059740040040;100mN31623E41910;MC;NA;4;33;M;F;3039;EMP
059740040040-11;059740040040;100mN31623E41910;MC;NA;4;41;M;M;4049;EMP
059740040040-11;059740040040;100mN31623E41910;MC;NA;4;18;S;F;1824;EMP
059740040040-11;059740040040;100mN31623E41910;MC;NA;4;10;S;F;0614;NEP
059740040040-12;059740040040;100mN31637E41882;S;NA;1;87;D;F;75XX;EMP
059740040040-13;059740040040;100mN31637E41886;MC;NA;2;28;M;F;2529;NEP
059740040040-13;059740040040;100mN31637E41886;MC;NA;2;36;M;M;3039;EMP
059740040040-14;059740040040;100mN31640E41914;NA;NA;2;68;S;F;6574;EMP
059740040040-14;059740040040;100mN31640E41914;NA;NA;2;36;M;M;3039;EMP
059740040040-15;059740040040;100mN31647E41902;S;NA;1;68;S;M;6574;EMP
059740040040-16;059740040040;100mN31624E41906;S;NA;1;58;S;M;5064;NEP
059740040040-17;059740040040;100mN31640E41891;MC;OS;3;84;M;F;75XX;NEP
059740040040-17;059740040040;100mN31640E41891;MC;OS;3;88;M;M;75XX;EMP
059740040040-17;059740040040;100mN31640E41891;MC;OS;3;73;D;M;6574;EMP
059740040040-18;059740040040;100mN31624E41906;S;NA;1;63;M;M;5064;EMP
059740040040-19;059740040040;100mN31627E41907;MC;MIX;2;66;M;M;6574;EMP
059740040040-19;059740040040;100mN31627E41907;MC;MIX;2;63;M;F;5064;NEP
059740040040-20;059740040040;100mN31636E41900;MC;NA;3;52;M;M;5064;NEP
059740040040-20;059740040040;100mN31636E41900;MC;NA;3;50;M;F;5064;UEP
059740040040-20;059740040040;100mN31636E41900;MC;NA;3;0;S;M;0003;NEP
059740040040-21;059740040040;100mN31624E41906;S;NA;1;26;S;M;2529;EMP
059740040040-22;059740040040;100mN31624E41906;S;OS;1;30;M;M;3039;EMP
059740040040-23;059740040040;100mN31624E41906;PO;NA;2;42;S;M;4049;NEP
059740040040-23;059740040040;100mN31624E41906;PO;NA;2;18;S;F;1824;NEP
059740040040-24;059740040040;100mN31618E41906;SF;NA;2;76;W;F;75XX;NEP
059740040040-24;059740040040;100mN31618E41906;SF;NA;2;4;S;M;0305;NEP
059740040040-25;059740040040;100mN31624E41906;MC;NA;2;42;M;M;4049;EMP
059740040040-25;059740040040;100mN31624E41906;MC;NA;2;33;M;F;3039;NEP
059740040040-26;059740040040;100mN31619E41861;MC;NA;3;36;M;F;3039;NEP
059740040040-26;059740040040;100mN31619E41861;MC;NA;3;38;M;M;3039;EMP
059740040040-26;059740040040;100mN31619E41861;MC;NA;3;16;S;M;1517;UEP
059740040040-27;059740040040;100mN31638E41895;S;NA;1;82;S;F;75XX;EMP
059740040040-28;059740040040;100mN31650E41886;S;OS;1;45;M;M;4049;EMP
059740040040-29;059740040040;100mN31651E41899;S;OS;1;65;S;F;6574;EMP
059740040040-30;059740040040;100mN31626E41896;MC;OS;2;76;M;F;75XX;NEP
059740040040-30;059740040040;100mN31626E41896;MC;OS;2;73;M;M;6574;NEP
059740040040-31;059740040040;100mN31600E41855;MC;NA;2;21;M;F;1824;EMP
