household_id;municipality_id;grid_id;HLA;HSC;HSI;age;FAM;SEX;AG2;EMP
051580012012-0;051580012012;100mN31393E41103;MC;OS;3;67;M;M;6574;NEP
051580012012-0;051580012012;100mN31393E41103;MC;OS;3;67;M;F;6574;EMP
051580012012-0;051580012012;100mN31393E41103;MC;OS;3;80;W;F;75XX;UEP
051580012012-1;051580012012;100mN31392E41094;S;OS;1;44;D;F;4049;NEP
051580012012-2;051580012012;100mN31417E41087;MC;NA;4;36;M;M;3039;NEP
051580012012-2;051580012012;100mN31417E41087;MC;NA;4;33;M;F;3039;NEP
051580012012-2;051580012012;100mN31417E41087;MC;NA;4;15;S;F;1517;NEP
051580012012-2;051580012012;100mN31417E41087;MC;NA;4;16;S;M;1517;NEP
051580012012-3;051580012012;100mN31394E41100;MC;NA;3;53;M;M;5064;EMP
051580012012-3;051580012012;100mN31394E41100;MC;NA;3;44;M;F;4049;EMP
051580012012-3;051580012012;100mN31394E41100;MC;NA;3;16;S;F;1517;NEP
051580012012-4;051580012012;100mN31401E41080;S;OS;1;30;M;F;3039;NEP
051580012012-5;051580012012;100mN31393E41103;S;NA;1;50;W;F;5064;UEP
051580012012-6;051580012012;100mN31401E41091;MC;NA;2;41;M;F;4049;EMP
051580012012-6;051580012012;100mN31401E41091;MC;NA;2;41;M;M;4049;NEP
051580012012-7;051580012012;100mN31394E41100;MC;NA;2;35;M;M;3039;NEP
051580012012-7;051580012012;100mN31394E41100;MC;NA;2;30;M;F;3039;NEP
051580012012-8;051580012012;100mN31386E41092;S;OS;1;48;M;M;4049;EMP
051580012012-9;051580012012;100mN31396E41089;SF;NA;3;73;S;F;6574;NEP
051580012012-9;051580012012;100mN31396E41089;SF;NA;3;15;S;M;1517;NEP
051580012012-9;051580012012;100mN31396E41089;SF;NA;3;54;W;F;5064;EMP
051580012012-10;051580012012;100mN31400E41088;S;OS;1;47;S;M;4049;EMP
051580012012-11;051580012012;100mN31400E41088;S;OS;1;47;S;M;4049;EMP
051580012012-12;051580012012;100mN31393E41110;SF;NA;4;86;S;F;75XX;EMP
051580012012-12;051580012012;100mN31393E41110;SF;NA;4;25;M;F;2529;EMP
051580012012-12;051580012012;100mN31393E41110;SF;NA;4;2;S;M;0003;NEP
051580012012-12;051580012012;100mN31393E41110;SF;NA;4;13;S;M;0614;NEP
051580012012-13;051580012012;100mN31395E41100;S;NA;1;38;D;F;3039;EMP
051580012012-14;051580012012;100mN31394E41100;MC;NA;2;52;M;M;5064;EMP
051580012012-14;051580012012;100mN31394E41100;MC;NA;2;54;M;F;5064;NEP
051580012012-15;051580012012;100mN31389E41099;MC;NA;3;33;M;M;3039;EMP
051580012012-15;051580012012;100mN31389E41099;MC;NA;3;30;M;F;3039;EMP
051580012012-15;051580012012;100mN31389E41099;MC;NA;3;9;S;M;0614;NEP
051580012012-16;051580012012;100mN31415E41084;S;OS;1;45;M;M;4049;EMP
051580012012-17;051580012012;100mN31394E41100;MC;NA;3;18;M;F;1824;NEP
051580012012-17;051580012012;100mN31394E41100;MC;NA;3;21;M;M;1824;EMP
051580012012-17;051580012012;100mN31394E41100;MC;NA;3;2;S;M;0003;NEP
051580012012-18;051580012012;100mN31384E41089;MC;NA;2;37;M;F;3039;EMP
051580012012-18;051580012012;100mN31384E41089;MC;NA;2;44;M;M;4049;EMP
051580012012-19;051580012012;100mN31394E41100;MC;OS;2;66;M;F;6574;NEP
051580012012-19;051580012012;100mN31394E41100;MC;OS;2;67;M;M;6574;NEP
051580012012-20;051580012012;100mN31394E41100;PO;MIX;3;78;W;F;75XX;EMP
051580012012-20;051580012012;100mN31394E41100;PO;MIX;3;20;S;M;1824;EMP
051580012012-20;051580012012;100mN31394E41100;PO;MIX;3;18;S;M;1824;EMP
051580012012-21;051580012012;100mN31402E41087;MC;NA;3;50;M;M;5064;EMP
051580012012-21;051580012012;100mN31402E41087;MC;NA;3;47;M;F;4049;EMP
051580012012-21;051580012012;100mN31402E41087;MC;NA;3;30;S;M;3039;NEP
051580012012-22;051580012012;100mN31394E41100;MC;NA;2;54;M;M;5064;EMP
051580012012-22;051580012012;100mN31394E41100;MC;NA;2;55;M;F;5064;EMP
051580012012-23;051580012012;100mN31390E41108;MC;MIX;2;65;M;F;6574;NEP
051580012012-23;051580012012;100mN31390E41108;MC;MIX;2;36;S;M;3039;EMP
051580012012-24;051580012012;100mN31389E41090;MC;NA;2;48;M;M;4049;UEP
051580012012-24;051580012012;100mN31389E41090;MC;NA;2;46;M;F;4049;EMP
051580012012-25;051580012012;100mN31392E41093;S;NA;1;33;M;F;3039;NEP
051580012012-26;051580012012;100mN31393E41101;MC;NA;2;61;M;M;5064;EMP
051580012012-26;051580012012;100mN31393E41101;MC;NA;2;59;M;F;5064;EMP
051580012012-27;051580012012;100mN31383E41090;S;NA;1;66;M;F;6574;NEP
051580012012-28;051580012012;100mN31392E41091;MC;OS;2;66;M;F;6574;EMP
051580012012-28;051580012012;100mN31392E41091;MC;OS;2;73;M;M;6574;EMP
051580012012-29;051580012012;100mN31401E41112;S;NA;1;63;S;M;5064;EMP
051580012012-30;051580012012;100mN31391E41110;NA;MIX;2;36;M;M;3039;EMP
051580012012-30;051580012012;100mN31391E41110;NA;MIX;2;54;D;F;5064;UEP
051580012012-31;051580012012;100mN31393E41111;MC;NA;3;56;M;F;5064;EMP
051580012012-31;051580012012;100mN31393E41111;MC;NA;3;48;M;M;4049;EMP
051580012012-31;051580012012;100mN31393E41111;MC;NA;3;7;S;F;0614;NEP
051580012012-32;051580012012;100mN31396E41078;SF;NA;2;50;S;F;5064;EMP
051580012012-32;051580012012;100mN31396E41078;SF;NA;2;15;S;F;1517;NEP
051580012012-33;051580012012;100mN31394E41100;SF;NA;2;51;S;F;5064;EMP
051580012012-33;051580012012;100mN31394E41100;SF;NA;2;11;S;M;0614;NEP
051580012012-34;051580012012;100mN31419E41084;MC;MIX;2;80;M;F;75XX;EMP
051580012012-34;051580012012;100mN31419E41084;MC;MIX;2;59;M;M;5064;EMP
051580012012-35;051580012012;100mN31394E41100;MC;NA;3;62;M;F;5064;UEP
051580012012-35;051580012012;100mN31394E41100;MC;NA;3;44;M;F;4049;EMP
051580012012-35;051580012012;100mN31394E41100;MC;NA;3;3;S;M;0305;NEP
051580012012-36;051580012012;100mN31396E41089;S;NA;1;21;D;F;1824;EMP
051580012012-37;051580012012;100mN31393E41109;S;NA;1;80;W;F;75XX;EMP
051580012012-38;051580012012;100mN31398E41112;PO;NA;4;43;S;M;4049;EMP
