household_id;municipality_id;grid_id;HLA;HSC;HSI;age;FAM;SEX;AG2;EMP
059580036036-0;059580036036;100mN31352E42184;SM;NA;2;47;S;M;4049;EMP
059580036036-0;059580036036;100mN31352E42184;SM;NA;2;20;D;M;1824;NEP
059580036036-1;059580036036;100mN31377E42195;MC;OS;3;69;M;F;6574;EMP
059580036036-1;059580036036;100mN31377E42195;MC;OS;3;72;M;M;6574;EMP
059580036036-1;059580036036;100mN31377E42195;MC;OS;3;71;D;M;6574;EMP
059580036036-2;059580036036;100mN31391E42151;S;NA;1;51;S;M;5064;EMP
059580036036-3;059580036036;100mN31376E42198;MC;NA;4;46;M;M;4049;NEP
059580036036-3;059580036036;100mN31376E42198;MC;NA;4;45;M;F;4049;EMP
059580036036-3;059580036036;100mN31376E42198;MC;NA;4;27;S;M;2529;EMP
059580036036-3;059580036036;100mN31376E42198;MC;NA;4;13;S;F;0614;NEP
059580036036-4;059580036036;100mN31391E42151;NA;OS;2;56;D;F;5064;NEP
059580036036-4;059580036036;100mN31391E42151;NA;OS;2;75;M;M;75XX;EMP
059580036036-5;059580036036;100mN31413E42141;MC;OS;2;75;M;F;75XX;NEP
059580036036-5;059580036036;100mN31413E42141;MC;OS;2;73;M;M;6574;EMP
059580036036-6;059580036036;100mN31393E42143;PO;NA;2;30;S;M;3039;EMP
059580036036-6;059580036036;100mN31393E42143;PO;NA;2;18;S;F;1824;EMP
059580036036-7;059580036036;100mN31396E42155;MC;NA;3;42;M;M;4049;NEP
059580036036-7;059580036036;100mN31396E42155;MC;NA;3;41;M;F;4049;EMP
059580036036-7;059580036036;100mN31396E42155;MC;NA;3;6;S;M;0614;NEP
059580036036-8;059580036036;100mN31395E42160;MC;NA;2;33;M;F;3039;EMP
059580036036-8;059580036036;100mN31395E42160;MC;NA;2;42;M;M;4049;NEP
059580036036-9;059580036036;100mN31312E42150;PO;NA;2;23;S;F;1824;EMP
059580036036-9;059580036036;100mN31312E42150;PO;NA;2;25;S;M;2529;EMP
059580036036-10;059580036036;100mN31385E42159;MC;NA;3;40;M;M;4049;EMP
059580036036-10;059580036036;100mN31385E42159;MC;NA;3;35;M;F;3039;NEP
059580036036-10;059580036036;100mN31385E42159;MC;NA;3;23;D;F;1824;EMP
