household_id;municipality_id;grid_id;HLA;HSC;HSI;age;FAM;SEX;AG2;EMP
053740008008-0;053740008008;100mN31015E41395;S;OS;1;41;S;F;4049;EMP
053740008008-1;053740008008;100mN31034E41435;MC;MIX;2;77;M;F;75XX;NEP
053740008008-1;053740008008;100mN31034E41435;MC;MIX;2;18;S;M;1824;EMP
053740008008-2;053740008008;100mN31010E41449;S;NA;1;20;D;M;1824;EMP
053740008008-3;053740008008;100mN31028E41411;MC;NA;3;32;M;M;3039;NEP
053740008008-3;053740008008;100mN31028E41411;MC;NA;3;42;M;F;4049;NEP
053740008008-3;053740008008;100mN31028E41411;MC;NA;3;10;S;M;0614;NEP
053740008008-4;053740008008;100mN31033E41432;MC;MIX;2;86;M;F;75XX;EMP
053740008008-4;053740008008;100mN31033E41432;MC;MIX;2;16;S;F;1517;NEP
053740008008-5;053740008008;100mN31005E41398;MC;MIX;4;69;M;F;6574;NEP
053740008008-5;053740008008;100mN31005E41398;MC;MIX;4;42;M;M;4049;EMP
053740008008-5;053740008008;100mN31005E41398;MC;MIX;4;51;M;F;5064;EMP
053740008008-5;053740008008;100mN31005E41398;MC;MIX;4;25;D;F;2529;EMP
053740008008-6;053740008008;100mN31007E41446;MC;NA;5;45;M;F;4049;EMP
053740008008-6;053740008008;100mN31007E41446;MC;NA;5;58;M;M;5064;EMP
053740008008-6;053740008008;100mN31007E41446;MC;NA;5;28;S;M;2529;EMP
053740008008-6;053740008008;100mN31007E41446;MC;NA;5;16;S;F;1517;NEP
053740008008-6;053740008008;100mN31007E41446;MC;NA;5;4;S;F;0305;NEP
053740008008-7;053740008008;100mN31018E41416;MC;NA;2;52;M;M;5064;EMP
053740008008-7;053740008008;100mN31018E41416;MC;NA;2;43;M;F;4049;NEP
053740008008-8;053740008008;100mN31012E41428;MC;NA;6;41;M;M;4049;EMP
053740008008-8;053740008008;100mN31012E41428;MC;NA;6;40;M;F;4049;EMP
053740008008-8;053740008008;100mN31012E41428;MC;NA;6;4;S;M;0305;NEP
053740008008-8;053740008008;100mN31012E41428;MC;NA;6;12;S;M;0614;NEP
053740008008-8;053740008008;100mN31012E41428;MC;NA;6;26;S;M;2529;EMP
053740008008-8;053740008008;100mN31012E41428;MC;NA;6;12;S;F;0614;NEP
053740008008-9;053740008008;100mN31037E41421;MC;NA;2;55;M;F;5064;NEP
053740008008-9;053740008008;100mN31037E41421;MC;NA;2;58;M;M;5064;NEP
053740008008-10;053740008008;100mN31035E41446;MC;NA;2;32;M;F;3039;NEP
053740008008-10;053740008008;100mN31035E41446;MC;NA;2;36;M;M;3039;EMP
053740008008-11;053740008008;100mN31011E41393;MC;NA;2;50;M;M;5064;EMP
053740008008-11;053740008008;100mN31011E41393;MC;NA;2;47;M;F;4049;EMP
053740008008-12;053740008008;100mN31012E41431;S;OS;1;23;W;F;1824;EMP
053740008008-13;053740008008;100mN31026E41422;MC;NA;3;50;M;F;5064;EMP
053740008008-13;053740008008;100mN31026E41422;MC;NA;3;47;M;M;4049;EMP
053740008008-13;053740008008;100mN31026E41422;MC;NA;3;10;S;M;0614;NEP
053740008008-14;053740008008;100mN31011E41393;SF;NA;6;36;S;F;3039;EMP
053740008008-14;053740008008;100mN31011E41393;SF;NA;6;10;S;M;0614;NEP
053740008008-14;053740008008;100mN31011E41393;SF;NA;6;4;S;M;0305;NEP
053740008008-14;053740008008;100mN31011E41393;SF;NA;6;15;S;M;1517;EMP
053740008008-14;053740008008;100mN31011E41393;SF;NA;6;3;S;M;0305;NEP
053740008008-14;053740008008;100mN31011E41393;SF;NA;6;20;M;M;1824;NEP
053740008008-15;053740008008;100mN31001E41390;MC;NA;2;32;M;F;3039;NEP
053740008008-15;053740008008;100mN31001E41390;MC;NA;2;35;M;M;3039;NEP
053740008008-16;053740008008;100mN30995E41362;S;NA;1;67;M;M;6574;EMP
053740008008-17;053740008008;100mN31011E41393;MC;NA;2;59;M;F;5064;NEP
053740008008-17;053740008008;100mN31011E41393;MC;NA;2;61;M;M;5064;NEP
053740008008-18;053740008008;100mN31004E41437;MC;NA;2;59;M;F;5064;NEP
053740008008-18;053740008008;100mN31004E41437;MC;NA;2;50;M;M;5064;EMP
053740008008-19;053740008008;100mN31012E41456;MC;OS;3;65;M;M;6574;EMP
053740008008-19;053740008008;100mN31012E41456;MC;OS;3;68;M;F;6574;EMP
053740008008-19;053740008008;100mN31012E41456;MC;OS;3;78;M;F;75XX;EMP
053740008008-20;053740008008;100mN30981E41364;MC;NA;2;45;M;F;4049;EMP
053740008008-20;053740008008;100mN30981E41364;MC;NA;2;57;M;M;5064;UEP
053740008008-21;053740008008;100mN31016E41455;MC;MIX;2;75;M;F;75XX;EMP
053740008008-21;053740008008;100mN31016E41455;MC;MIX;2;54;M;M;5064;NEP
053740008008-22;053740008008;100mN31012E41456;S;NA;1;61;M;F;5064;NEP
053740008008-23;053740008008;100mN31008E41402;PO;MIX;2;88;S;M;75XX;NEP
053740008008-23;053740008008;100mN31008E41402;PO;MIX;2;26;S;F;2529;EMP
053740008008-24;053740008008;100mN31027E41413;S;NA;1;51;M;F;5064;EMP
053740008008-25;053740008008;100mN30995E41359;SF;NA;4;80;D;F;75XX;NEP
053740008008-25;053740008008;100mN30995E41359;SF;NA;4;9;S;F;0614;NEP
053740008008-25;053740008008;100mN30995E41359;SF;NA;4;2;S;F;0003;NEP
053740008008-25;053740008008;100mN30995E41359;SF;NA;4;23;S;F;1824;NEP
053740008008-26;053740008008;100mN31027E41423;MC;NA;2;62;M;M;5064;NEP
053740008008-26;053740008008;100mN31027E41423;MC;NA;2;62;M;F;5064;EMP
053740008008-27;053740008008;100mN31011E41440;NA;OS;2;69;M;F;6574;EMP
053740008008-27;053740008008;100mN31011E41440;NA;OS;2;20;M;M;1824;NEP
053740008008-28;053740008008;100mN30994E41346;S;OS;1;40;M;M;4049;EMP
053740008008-29;053740008008;100mN30992E41369;PO;NA;2;61;S;M;5064;EMP
053740008008-29;053740008008;100mN30992E41369;PO;NA;2;40;S;M;4049;EMP
053740008008-30;053740008008;100mN31030E41447;PO;NA;2;22;S;M;1824;EMP
053740008008-30;053740008008;100mN31030E41447;PO;NA;2;20;S;M;1824;EMP
