household_id;municipality_id;grid_id;HLA;HSC;HSI;age;FAM;SEX;AG2;EMP
055540060060-0;055540060060;100mN32074E41016;MC;NA;4;34;M;M;3039;EMP
055540060060-0;055540060060;100mN32074E41016;MC;NA;4;31;M;F;3039;EMP
055540060060-0;055540060060;100mN32074E41016;MC;NA;4;1;S;M;0003;NEP
055540060060-0;055540060060;100mN32074E41016;MC;NA;4;19;M;M;1824;EMP
055540060060-1;055540060060;100mN32091E41061;MC;NA;5;46;M;F;4049;EMP
055540060060-1;055540060060;100mN32091E41061;MC;NA;5;48;M;M;4049;EMP
055540060060-1;055540060060;100mN32091E41061;MC;NA;5;18;S;F;1824;EMP
055540060060-1;055540060060;100mN32091E41061;MC;NA;5;11;S;M;0614;NEP
055540060060-1;055540060060;100mN32091E41061;MC;NA;5;15;S;M;1517;NEP
055540060060-2;055540060060;100mN32074E41016;S;NA;1;48;M;M;4049;NEP
055540060060-3;055540060060;100mN32089E41063;MC;MIX;4;70;M;M;6574;EMP
055540060060-3;055540060060;100mN32089E41063;MC;MIX;4;33;M;M;3039;NEP
055540060060-3;055540060060;100mN32089E41063;MC;MIX;4;30;M;F;3039;EMP
055540060060-3;055540060060;100mN32089E41063;MC;MIX;4;18;M;M;1824;EMP
055540060060-4;055540060060;100mN32085E41055;MC;OS;2;72;M;M;6574;NEP
055540060060-4;055540060060;100mN32085E41055;MC;OS;2;85;M;F;75XX;NEP
055540060060-5;055540060060;100mN32090E41055;MC;MIX;2;86;M;M;75XX;EMP
055540060060-5;055540060060;100mN32090E41055;MC;MIX;2;52;M;F;5064;NEP
055540060060-6;055540060060;100mN32085E41056;MC;NA;2;57;M;M;5064;EMP
055540060060-6;055540060060;100mN32085E41056;MC;NA;2;48;M;F;4049;EMP
055540060060-7;055540060060;100mN32087E41062;MC;NA;3;45;M;F;4049;EMP
055540060060-7;055540060060;100mN32087E41062;MC;NA;3;53;M;M;5064;EMP
055540060060-7;055540060060;100mN32087E41062;MC;NA;3;6;S;F;0614;NEP
055540060060-8;055540060060;100mN32086E41056;MC;NA;4;26;M;F;2529;NEP
055540060060-8;055540060060;100mN32086E41056;MC;NA;4;27;M;M;2529;EMP
055540060060-8;055540060060;100mN32086E41056;MC;NA;4;10;S;F;0614;NEP
055540060060-8;055540060060;100mN32086E41056;MC;NA;4;7;S;F;0614;NEP
055540060060-9;055540060060;100mN32090E41061;MC;NA;2;48;M;M;4049;NEP
055540060060-9;055540060060;100mN32090E41061;MC;NA;2;45;M;F;4049;NEP
055540060060-10;055540060060;100mN32086E41056;MC;NA;6;42;M;F;4049;EMP
055540060060-10;055540060060;100mN32086E41056;MC;NA;6;43;M;M;4049;NEP
055540060060-10;055540060060;100mN32086E41056;MC;NA;6;26;M;F;2529;EMP
