household_id;municipality_id;grid_id;HLA;HSC;HSI;age;FAM;SEX;AG2;EMP
055540012012-0;055540012012;100mN31986E41047;S;NA;1;61;M;M;5064;EMP
055540012012-1;055540012012;100mN31938E41071;S;NA;1;53;M;M;5064;NEP
055540012012-2;055540012012;100mN31939E41070;MC;NA;4;45;M;F;4049;EMP
055540012012-2;055540012012;100mN31939E41070;MC;NA;4;46;M;M;4049;EMP
055540012012-2;055540012012;100mN31939E41070;MC;NA;4;10;S;F;0614;NEP
055540012012-2;055540012012;100mN31939E41070;MC;NA;4;6;S;F;0614;NEP
055540012012-3;055540012012;100mN31997E41032;PO;NA;2;36;S;M;3039;EMP
055540012012-3;055540012012;100mN31997E41032;PO;NA;2;27;S;F;2529;EMP
055540012012-4;055540012012;100mN32037E41001;SM;NA;2;67;D;M;6574;NEP
055540012012-4;055540012012;100mN32037E41001;SM;NA;2;2;S;M;0003;NEP
055540012012-5;055540012012;100mN31936E40992;S;NA;1;30;S;M;3039;EMP
055540012012-6;055540012012;100mN32046E41045;MC;MIX;4;85;S;M;75XX;NEP
055540012012-6;055540012012;100mN32046E41045;MC;MIX;4;58;M;F;5064;NEP
055540012012-6;055540012012;100mN32046E41045;MC;MIX;4;63;M;M;5064;EMP
055540012012-6;055540012012;100mN32046E41045;MC;MIX;4;30;S;M;3039;EMP
055540012012-7;055540012012;100mN31968E41058;S;NA;1;59;M;M;5064;EMP
055540012012-8;055540012012;100mN32050E41048;S;NA;1;66;W;F;6574;EMP
055540012012-9;055540012012;100mN31983E41038;MC;MIX;3;85;M;M;75XX;EMP
055540012012-9;055540012012;100mN31983E41038;MC;MIX;3;47;M;F;4049;EMP
055540012012-9;055540012012;100mN31983E41038;MC;MIX;3;51;M;M;5064;NEP
055540012012-10;055540012012;100mN32046E40998;PO;NA;2;27;S;M;2529;EMP
055540012012-10;055540012012;100mN32046E40998;PO;NA;2;26;S;M;2529;NEP
055540012012-11;055540012012;100mN31986E41051;MC;MIX;2;69;M;F;6574;NEP
055540012012-11;055540012012;100mN31986E41051;MC;MIX;2;46;M;M;4049;EMP
055540012012-12;055540012012;100mN31898E41078;MC;NA;4;32;M;F;3039;NEP
055540012012-12;055540012012;100mN31898E41078;MC;NA;4;35;M;M;3039;NEP
055540012012-12;055540012012;100mN31898E41078;MC;NA;4;16;S;M;1517;NEP
055540012012-12;055540012012;100mN31898E41078;MC;NA;4;0;S;M;0003;NEP
055540012012-13;055540012012;100mN31940E41074;MC;NA;2;22;M;F;1824;NEP
055540012012-13;055540012012;100mN31940E41074;MC;NA;2;25;M;M;2529;EMP
055540012012-14;055540012012;100mN31970E41043;MC;NA;2;63;M;F;5064;NEP
055540012012-14;055540012012;100mN31970E41043;MC;NA;2;63;M;M;5064;EMP
055540012012-15;055540012012;100mN32053E41076;S;NA;1;50;S;F;5064;EMP
055540012012-16;055540012012;100mN31972E41039;MC;NA;2;42;M;M;4049;EMP
055540012012-16;055540012012;100mN31972E41039;MC;NA;2;40;M;F;4049;EMP
055540012012-17;055540012012;100mN31978E41039;MC;OS;4;69;M;M;6574;EMP
055540012012-17;055540012012;100mN31978E41039;MC;OS;4;68;M;F;6574;EMP
055540012012-17;055540012012;100mN31978E41039;MC;OS;4;86;M;F;75XX;NEP
055540012012-17;055540012012;100mN31978E41039;MC;OS;4;68;S;F;6574;NEP
055540012012-18;055540012012;100mN31999E41044;S;NA;1;57;M;M;5064;NEP
055540012012-19;055540012012;100mN32050E41051;MC;NA;2;31;M;M;3039;NEP
055540012012-19;055540012012;100mN32050E41051;MC;NA;2;31;M;F;3039;EMP
055540012012-20;055540012012;100mN31977E41036;MC;NA;2;43;M;M;4049;EMP
055540012012-20;055540012012;100mN31977E41036;MC;NA;2;37;M;F;3039;NEP
055540012012-21;055540012012;100mN31968E41039;S;OS;1;30;W;F;3039;EMP
055540012012-22;055540012012;100mN31982E41051;MC;NA;4;34;M;M;3039;EMP
055540012012-22;055540012012;100mN31982E41051;MC;NA;4;27;M;F;2529;EMP
055540012012-22;055540012012;100mN31982E41051;MC;NA;4;9;S;F;0614;NEP
055540012012-22;055540012012;100mN31982E41051;MC;NA;4;13;S;F;0614;NEP
055540012012-23;055540012012;100mN31978E41044;MC;MIX;2;67;M;M;6574;EMP
055540012012-23;055540012012;100mN31978E41044;MC;MIX;2;68;S;M;6574;EMP
055540012012-24;055540012012;100mN31991E41045;NA;NA;5;18;M;F;1824;EMP
055540012012-24;055540012012;100mN31991E41045;NA;NA;5;27;S;M;2529;NEP
055540012012-24;055540012012;100mN31991E41045;NA;NA;5;78;M;F;75XX;EMP
055540012012-24;055540012012;100mN31991E41045;NA;NA;5;63;W;F;5064;EMP
055540012012-24;055540012012;100mN31991E41045;NA;NA;5;65;S;M;6574;NEP
055540012012-25;055540012012;100mN31978E41032;MC;NA;4;53;M;F;5064;NEP
055540012012-25;055540012012;100mN31978E41032;MC;NA;4;46;M;M;4049;EMP
055540012012-25;055540012012;100mN31978E41032;MC;NA;4;13;S;F;0614;NEP
055540012012-25;055540012012;100mN31978E41032;MC;NA;4;9;S;F;0614;NEP
055540012012-26;055540012012;100mN31978E41048;S;NA;1;38;W;F;3039;NEP
055540012012-27;055540012012;100mN31973E41037;PO;NA;2;42;S;F;4049;EMP
055540012012-27;055540012012;100mN31973E41037;PO;NA;2;50;S;M;5064;NEP
055540012012-28;055540012012;100mN31986E41047;MC;NA;2;44;M;F;4049;NEP
055540012012-28;055540012012;100mN31986E41047;MC;NA;2;47;M;M;4049;EMP
055540012012-29;055540012012;100mN31977E41036;S;NA;1;47;M;F;4049;NEP
055540012012-30;055540012012;100mN31977E41036;S;NA;1;53;S;M;5064;NEP
055540012012-31;055540012012;100mN31977E41036;MC;NA;2;46;M;F;4049;NEP
055540012012-31;055540012012;100mN31977E41036;MC;NA;2;50;M;M;5064;NEP
055540012012-32;055540012012;100mN31971E41051;S;NA;1;44;D;M;4049;NEP
055540012012-33;055540012012;100mN31972E41069;MC;NA;2;25;M;M;2529;EMP
055540012012-33;055540012012;100mN31972E41069;MC;NA;2;33;M;F;3039;EMP
055540012012-34;055540012012;100mN31972E41069;MC;NA;4;30;M;M;3039;EMP
055540012012-34;055540012012;100mN31972E41069;MC;NA;4;28;M;F;2529;NEP
055540012012-34;055540012012;100mN31972E41069;MC;NA;4;0;S;M;0003;NEP
055540012012-34;055540012012;100mN31972E41069;MC;NA;4;7;S;F;0614;NEP
055540012012-35;055540012012;100mN31972E41069;S;NA;1;40;S;M;4049;UEP
055540012012-36;055540012012;100mN31972E41069;PO;NA;4;44;S;F;4049;NEP
055540012012-36;055540012012;100mN31972E41069;PO;NA;4;48;S;M;4049;EMP
055540012012-36;055540012012;100mN31972E41069;PO;NA;4;4;S;M;0305;NEP
055540012012-36;055540012012;100mN31972E41069;PO;NA;4;4;S;M;0305;NEP
055540012012-37;055540012012;100mN31972E41062;MC;NA;3;46;M;F;4049;EMP
055540012012-37;055540012012;100mN31972E41062;MC;NA;3;48;M;M;4049;NEP
055540012012-37;055540012012;100mN31972E41062;MC;NA;3;6;S;F;0614;NEP
055540012012-38;055540012012;100mN31935E41073;MC;NA;4;51;M;F;5064;EMP
055540012012-38;055540012012;100mN31935E41073;MC;NA;4;42;M;M;4049;EMP
055540012012-38;055540012012;100mN31935E41073;MC;NA;4;10;S;F;0614;NEP
055540012012-38;055540012012;100mN31935E41073;MC;NA;4;0;S;F;0003;NEP
055540012012-39;055540012012;100mN31972E41062;MC;OS;2;84;M;F;75XX;NEP
055540012012-39;055540012012;100mN31972E41062;MC;OS;2;88;M;M;75XX;EMP
055540012012-40;055540012012;100mN31972E41035;MC;NA;2;52;M;M;5064;NEP
055540012012-40;055540012012;100mN31972E41035;MC;NA;2;45;M;F;4049;NEP
055540012012-41;055540012012;100mN32038E41000;PO;MIX;2;88;S;F;75XX;EMP
055540012012-41;055540012012;100mN32038E41000;PO;MIX;2;6;S;F;0614;NEP
055540012012-42;055540012012;100mN31972E41062;MC;MIX;3;85;M;M;75XX;EMP
055540012012-42;055540012012;100mN31972E41062;MC;MIX;3;19;M;F;1824;EMP
055540012012-42;055540012012;100mN31972E41062;MC;MIX;3;20;M;M;1824;EMP
055540012012-43;055540012012;100mN31972E41062;MC;NA;2;47;M;M;4049;NEP
055540012012-43;055540012012;100mN31972E41062;MC;NA;2;46;M;F;4049;EMP
055540012012-44;055540012012;100mN31968E41029;S;NA;1;61;S;M;5064;EMP
055540012012-45;055540012012;100mN31994E41050;PO;OS;2;72;S;M;6574;UEP
055540012012-45;055540012012;100mN31994E41050;PO;OS;2;76;S;M;75XX;NEP
055540012012-46;055540012012;100mN31972E41058;S;NA;1;52;S;F;5064;NEP
055540012012-47;055540012012;100mN31972E41062;S;NA;1;81;M;M;75XX;NEP
055540012012-48;055540012012;100mN31966E41040;MC;NA;3;55;M;M;5064;NEP
055540012012-48;055540012012;100mN31966E41040;MC;NA;3;52;M;F;5064;EMP
055540012012-48;055540012012;100mN31966E41040;MC;NA;3;0;S;M;0003;NEP
055540012012-49;055540012012;100mN31975E41039;MC;OS;3;73;M;M;6574;EMP
055540012012-49;055540012012;100mN31975E41039;MC;OS;3;86;M;F;75XX;EMP
055540012012-49;055540012012;100mN31975E41039;MC;OS;3;73;M;F;6574;EMP
055540012012-50;055540012012;100mN31969E41038;MC;MIX;2;87;M;F;75XX;EMP
055540012012-50;055540012012;100mN31969E41038;MC;MIX;2;37;S;M;3039;EMP
055540012012-51;055540012012;100mN31975E41042;S;OS;1;27;M;M;2529;NEP
055540012012-52;055540012012;100mN32044E40997;MC;MIX;6;84;W;F;75XX;NEP
055540012012-52;055540012012;100mN32044E40997;MC;MIX;6;61;M;F;5064;EMP
055540012012-52;055540012012;100mN32044E40997;MC;MIX;6;62;M;M;5064;EMP
055540012012-52;055540012012;100mN32044E40997;MC;MIX;6;6;S;M;0614;NEP
055540012012-52;055540012012;100mN32044E40997;MC;MIX;6;0;S;F;0003;NEP
055540012012-52;055540012012;100mN32044E40997;MC;MIX;6;13;S;M;0614;NEP
055540012012-53;055540012012;100mN31972E41062;MC;NA;4;26;M;M;2529;NEP
055540012012-53;055540012012;100mN31972E41062;MC;NA;4;23;M;F;1824;NEP
055540012012-53;055540012012;100mN31972E41062;MC;NA;4;11;S;M;0614;NEP
055540012012-53;055540012012;100mN31972E41062;MC;NA;4;3;S;M;0305;NEP
055540012012-54;055540012012;100mN31974E41045;S;NA;1;41;M;F;4049;EMP
055540012012-55;055540012012;100mN31992E41043;S;NA;1;25;M;F;2529;EMP
055540012012-56;055540012012;100mN31966E41028;S;NA;1;46;W;F;4049;NEP
055540012012-57;055540012012;100mN31972E41062;NA;NA;4;36;S;M;3039;EMP
055540012012-57;055540012012;100mN31972E41062;NA;NA;4;65;D;F;6574;EMP
055540012012-57;055540012012;100mN31972E41062;NA;NA;4;43;S;M;4049;NEP
055540012012-57;055540012012;100mN31972E41062;NA;NA;4;55;M;F;5064;EMP
055540012012-58;055540012012;100mN31972E41062;MC;MIX;2;86;M;F;75XX;NEP
055540012012-58;055540012012;100mN31972E41062;MC;MIX;2;58;M;F;5064;EMP
055540012012-59;055540012012;100mN31942E41026;S;NA;1;80;M;F;75XX;EMP
055540012012-60;055540012012;100mN31972E41062;MC;MIX;3;75;M;F;75XX;EMP
055540012012-60;055540012012;100mN31972E41062;MC;MIX;3;44;M;F;4049;NEP
055540012012-60;055540012012;100mN31972E41062;MC;MIX;3;46;M;M;4049;NEP
055540012012-61;055540012012;100mN31972E41062;S;NA;1;51;D;F;5064;EMP
055540012012-62;055540012012;100mN32042E41047;MC;NA;2;25;M;F;2529;EMP
055540012012-62;055540012012;100mN32042E41047;MC;NA;2;30;M;M;3039;EMP
055540012012-63;055540012012;100mN31991E41043;MC;MIX;4;88;M;F;75XX;EMP
055540012012-63;055540012012;100mN31991E41043;MC;MIX;4;55;M;M;5064;EMP
055540012012-63;055540012012;100mN31991E41043;MC;MIX;4;51;M;F;5064;EMP
055540012012-63;055540012012;100mN31991E41043;MC;MIX;4;10;S;M;0614;NEP
055540012012-64;055540012012;100mN31971E41047;MC;NA;4;38;M;F;3039;NEP
055540012012-64;055540012012;100mN31971E41047;MC;NA;4;40;M;M;4049;EMP
055540012012-64;055540012012;100mN31971E41047;MC;NA;4;15;S;M;1517;NEP
055540012012-64;055540012012;100mN31971E41047;MC;NA;4;18;D;M;1824;EMP
055540012012-65;055540012012;100mN31973E41046;S;NA;1;26;M;M;2529;EMP
055540012012-66;055540012012;100mN31982E41059;MC;NA;4;23;M;F;1824;EMP
055540012012-66;055540012012;100mN31982E41059;MC;NA;4;27;M;M;2529;EMP
055540012012-66;055540012012;100mN31982E41059;MC;NA;4;7;S;F;0614;NEP
055540012012-66;055540012012;100mN31982E41059;MC;NA;4;3;S;F;0305;NEP
055540012012-67;055540012012;100mN32046E40997;MC;OS;3;68;M;F;6574;EMP
055540012012-67;055540012012;100mN32046E40997;MC;OS;3;71;M;M;6574;EMP
055540012012-67;055540012012;100mN32046E40997;MC;OS;3;71;S;M;6574;EMP
055540012012-68;055540012012;100mN31960E41044;S;NA;1;33;W;M;3039;NEP
055540012012-69;055540012012;100mN31968E41056;SF;NA;6;66;D;F;6574;EMP
055540012012-69;055540012012;100mN31968E41056;SF;NA;6;12;S;F;0614;NEP
055540012012-69;055540012012;100mN31968E41056;SF;NA;6;15;S;M;1517;EMP
055540012012-69;055540012012;100mN31968E41056;SF;NA;6;44;S;F;4049;UEP
055540012012-69;055540012012;100mN31968E41056;SF;NA;6;16;S;M;1517;EMP
055540012012-69;055540012012;100mN31968E41056;SF;NA;6;9;S;M;0614;NEP
055540012012-70;055540012012;100mN31960E41044;SF;MIX;2;66;W;F;6574;EMP
055540012012-70;055540012012;100mN31960E41044;SF;MIX;2;10;S;M;0614;NEP
055540012012-71;055540012012;100mN31974E41056;S;NA;1;32;D;M;3039;EMP
055540012012-72;055540012012;100mN31999E41045;PO;NA;2;47;S;F;4049;EMP
055540012012-72;055540012012;100mN31999E41045;PO;NA;2;48;S;M;4049;EMP
055540012012-73;055540012012;100mN31999E41045;S;OS;1;55;M;M;5064;EMP
055540012012-74;055540012012;100mN31999E41045;MC;NA;3;33;M;M;3039;EMP
055540012012-74;055540012012;100mN31999E41045;MC;NA;3;31;M;F;3039;NEP
055540012012-74;055540012012;100mN31999E41045;MC;NA;3;18;S;M;1824;EMP
055540012012-75;055540012012;100mN31991E41042;MC;NA;3;21;M;M;1824;EMP
055540012012-75;055540012012;100mN31991E41042;MC;NA;3;18;M;F;1824;NEP
055540012012-75;055540012012;100mN31991E41042;MC;NA;3;3;S;M;0305;NEP
055540012012-76;055540012012;100mN31978E41031;MC;NA;2;57;M;M;5064;EMP
