household_id;municipality_id;grid_id;HLA;HSC;HSI;age;FAM;SEX;AG2;EMP
055660080080-0;055660080080;100mN32316E41580;SF;NA;4;83;S;F;75XX;EMP
055660080080-0;055660080080;100mN32316E41580;SF;NA;4;20;M;F;1824;EMP
055660080080-0;055660080080;100mN32316E41580;SF;NA;4;11;S;F;0614;NEP
055660080080-0;055660080080;100mN32316E41580;SF;NA;4;7;S;F;0614;NEP
055660080080-1;055660080080;100mN32334E41606;MC;NA;4;63;M;F;5064;EMP
055660080080-1;055660080080;100mN32334E41606;MC;NA;4;57;M;M;5064;EMP
055660080080-1;055660080080;100mN32334E41606;MC;NA;4;3;S;F;0305;NEP
055660080080-1;055660080080;100mN32334E41606;MC;NA;4;23;D;F;1824;EMP
055660080080-2;055660080080;100mN32319E41586;S;OS;1;22;S;M;1824;EMP
055660080080-3;055660080080;100mN32316E41580;PO;NA;2;48;S;F;4049;EMP
055660080080-3;055660080080;100mN32316E41580;PO;NA;2;45;S;M;4049;EMP
055660080080-4;055660080080;100mN32316E41580;PO;NA;3;53;S;M;5064;EMP
055660080080-4;055660080080;100mN32316E41580;PO;NA;3;53;S;F;5064;NEP
055660080080-4;055660080080;100mN32316E41580;PO;NA;3;10;S;M;0614;NEP
055660080080-5;055660080080;100mN32332E41608;S;NA;1;51;M;M;5064;NEP
055660080080-6;055660080080;100mN32316E41580;MC;NA;4;44;M;F;4049;NEP
055660080080-6;055660080080;100mN32316E41580;MC;NA;4;44;M;M;4049;NEP
055660080080-6;055660080080;100mN32316E41580;MC;NA;4;23;D;F;1824;EMP
055660080080-6;055660080080;100mN32316E41580;MC;NA;4;23;M;M;1824;EMP
055660080080-7;055660080080;100mN32318E41581;MC;OS;2;67;M;M;6574;NEP
055660080080-7;055660080080;100mN32318E41581;MC;OS;2;65;M;F;6574;EMP
055660080080-8;055660080080;100mN32314E41595;MC;NA;4;36;M;M;3039;EMP
055660080080-8;055660080080;100mN32314E41595;MC;NA;4;40;M;F;4049;NEP
055660080080-8;055660080080;100mN32314E41595;MC;NA;4;16;S;F;1517;NEP
055660080080-8;055660080080;100mN32314E41595;MC;NA;4;19;D;F;1824;EMP
055660080080-9;055660080080;100mN32317E41582;S;NA;1;16;S;M;1517;EMP
055660080080-10;055660080080;100mN32324E41593;MC;NA;5;55;M;M;5064;EMP
055660080080-10;055660080080;100mN32324E41593;MC;NA;5;46;M;F;4049;EMP
055660080080-10;055660080080;100mN32324E41593;MC;NA;5;8;S;F;0614;NEP
055660080080-10;055660080080;100mN32324E41593;MC;NA;5;31;M;M;3039;EMP
055660080080-10;055660080080;100mN32324E41593;MC;NA;5;40;S;M;4049;NEP
055660080080-11;055660080080;100mN32316E41580;PO;OS;6;89;S;M;75XX;EMP
055660080080-11;055660080080;100mN32316E41580;PO;OS;6;85;S;F;75XX;NEP
055660080080-11;055660080080;100mN32316E41580;PO;OS;6;65;M;F;6574;EMP
055660080080-11;055660080080;100mN32316E41580;PO;OS;6;88;M;F;75XX;EMP
055660080080-11;055660080080;100mN32316E41580;PO;OS;6;69;S;M;6574;EMP
055660080080-11;055660080080;100mN32316E41580;PO;OS;6;86;D;F;75XX;EMP
055660080080-12;055660080080;100mN32319E41584;MC;MIX;4;75;M;F;75XX;EMP
