household_id;municipality_id;grid_id;HLA;HSC;HSI;age;FAM;SEX;AG2;EMP
057660044044-0;057660044044;100mN32092E42481;MC;OS;2;68;M;M;6574;NEP
057660044044-0;057660044044;100mN32092E42481;MC;OS;2;71;M;F;6574;NEP
057660044044-1;057660044044;100mN32092E42481;SF;NA;3;40;S;F;4049;EMP
057660044044-1;057660044044;100mN32092E42481;SF;NA;3;22;M;M;1824;NEP
057660044044-1;057660044044;100mN32092E42481;SF;NA;3;11;S;F;0614;NEP
057660044044-2;057660044044;100mN32092E42481;S;NA;1;66;M;F;6574;NEP
057660044044-3;057660044044;100mN32155E42407;MC;MIX;2;79;M;F;75XX;EMP
057660044044-3;057660044044;100mN32155E42407;MC;MIX;2;62;S;F;5064;EMP
057660044044-4;057660044044;100mN32092E42460;MC;OS;3;68;M;M;6574;EMP
057660044044-4;057660044044;100mN32092E42460;MC;OS;3;67;M;F;6574;EMP
057660044044-4;057660044044;100mN32092E42460;MC;OS;3;66;M;F;6574;NEP
057660044044-5;057660044044;100mN32092E42460;S;NA;1;22;S;M;1824;EMP
057660044044-6;057660044044;100mN32124E42447;MC;NA;3;60;M;M;5064;EMP
057660044044-6;057660044044;100mN32124E42447;MC;NA;3;19;D;F;1824;EMP
057660044044-6;057660044044;100mN32124E42447;MC;NA;3;44;S;F;4049;NEP
057660044044-7;057660044044;100mN32092E42460;MC;OS;2;84;M;M;75XX;EMP
057660044044-7;057660044044;100mN32092E42460;MC;OS;2;75;M;F;75XX;EMP
057660044044-8;057660044044;100mN32175E42476;MC;OS;3;84;M;M;75XX;NEP
057660044044-8;057660044044;100mN32175E42476;MC;OS;3;82;M;F;75XX;NEP
057660044044-8;057660044044;100mN32175E42476;MC;OS;3;69;D;M;6574;NEP
057660044044-9;057660044044;100mN32135E42457;MC;OS;4;85;M;F;75XX;EMP
057660044044-9;057660044044;100mN32135E42457;MC;OS;4;66;W;F;6574;EMP
057660044044-9;057660044044;100mN32135E42457;MC;OS;4;76;W;F;75XX;NEP
057660044044-9;057660044044;100mN32135E42457;MC;OS;4;87;M;F;75XX;NEP
057660044044-10;057660044044;100mN32116E42465;MC;NA;2;28;M;M;2529;NEP
057660044044-10;057660044044;100mN32116E42465;MC;NA;2;23;M;F;1824;NEP
057660044044-11;057660044044;100mN32092E42460;SF;NA;2;51;S;F;5064;NEP
057660044044-11;057660044044;100mN32092E42460;SF;NA;2;1;S;F;0003;NEP
057660044044-12;057660044044;100mN32146E42447;S;OS;1;66;M;M;6574;EMP
057660044044-13;057660044044;100mN32141E42467;MC;NA;4;26;M;M;2529;EMP
057660044044-13;057660044044;100mN32141E42467;MC;NA;4;25;M;F;2529;NEP
057660044044-13;057660044044;100mN32141E42467;MC;NA;4;10;S;M;0614;NEP
057660044044-13;057660044044;100mN32141E42467;MC;NA;4;6;S;F;0614;NEP
057660044044-14;057660044044;100mN32092E42460;MC;NA;2;23;M;M;1824;NEP
057660044044-14;057660044044;100mN32092E42460;MC;NA;2;18;M;F;1824;NEP
057660044044-15;057660044044;100mN32122E42421;S;OS;1;67;S;M;6574;EMP
057660044044-16;057660044044;100mN32135E42455;MC;MIX;2;79;M;F;75XX;EMP
057660044044-16;057660044044;100mN32135E42455;MC;MIX;2;26;M;F;2529;EMP
057660044044-17;057660044044;100mN32116E42493;MC;OS;3;78;M;F;75XX;EMP
057660044044-17;057660044044;100mN32116E42493;MC;OS;3;84;M;M;75XX;EMP
057660044044-17;057660044044;100mN32116E42493;MC;OS;3;72;M;F;6574;EMP
057660044044-18;057660044044;100mN32144E42461;SF;NA;2;20;S;F;1824;EMP
057660044044-18;057660044044;100mN32144E42461;SF;NA;2;2;S;F;0003;NEP
057660044044-19;057660044044;100mN32142E42453;S;NA;1;23;D;F;1824;EMP
057660044044-20;057660044044;100mN32141E42448;S;NA;1;35;W;F;3039;EMP
057660044044-21;057660044044;100mN32113E42449;S;NA;1;56;M;F;5064;NEP
057660044044-22;057660044044;100mN32135E42454;SF;NA;2;55;D;F;5064;EMP
057660044044-22;057660044044;100mN32135E42454;SF;NA;2;3;S;M;0305;NEP
057660044044-23;057660044044;100mN32129E42453;MC;MIX;4;76;M;F;75XX;EMP
057660044044-23;057660044044;100mN32129E42453;MC;MIX;4;20;M;F;1824;NEP
057660044044-23;057660044044;100mN32129E42453;MC;MIX;4;23;M;M;1824;NEP
057660044044-23;057660044044;100mN32129E42453;MC;MIX;4;4;S;M;0305;NEP
057660044044-24;057660044044;100mN32148E42465;S;NA;1;27;M;F;2529;EMP
057660044044-25;057660044044;100mN32197E42430;S;NA;1;82;M;F;75XX;EMP
057660044044-26;057660044044;100mN32144E42466;PO;MIX;2;71;S;F;6574;EMP
