household_id;municipality_id;grid_id;HLA;HSC;HSI;age;FAM;SEX;AG2;EMP
051660016016-0;051660016016;100mN31385E40587;PO;OS;3;73;S;M;6574;EMP
051660016016-0;051660016016;100mN31385E40587;PO;OS;3;70;S;M;6574;EMP
051660016016-0;051660016016;100mN31385E40587;PO;OS;3;66;M;F;6574;NEP
051660016016-1;051660016016;100mN31367E40591;PO;NA;2;47;S;M;4049;EMP
051660016016-1;051660016016;100mN31367E40591;PO;NA;2;41;S;M;4049;NEP
051660016016-2;051660016016;100mN31399E40607;S;NA;1;44;W;F;4049;EMP
051660016016-3;051660016016;100mN31449E40631;PO;NA;2;60;S;F;5064;NEP
051660016016-3;051660016016;100mN31449E40631;PO;NA;2;60;S;F;5064;NEP
051660016016-4;051660016016;100mN31373E40593;MC;MIX;3;75;W;M;75XX;EMP
051660016016-4;051660016016;100mN31373E40593;MC;MIX;3;43;M;M;4049;EMP
051660016016-4;051660016016;100mN31373E40593;MC;MIX;3;42;M;F;4049;EMP
051660016016-5;051660016016;100mN31397E40608;S;NA;1;51;M;F;5064;EMP
051660016016-6;051660016016;100mN31437E40607;MC;MIX;2;75;M;M;75XX;EMP
051660016016-6;051660016016;100mN31437E40607;MC;MIX;2;50;W;M;5064;EMP
051660016016-7;051660016016;100mN31420E40619;MC;OS;4;67;M;M;6574;EMP
051660016016-7;051660016016;100mN31420E40619;MC;OS;4;67;M;F;6574;EMP
051660016016-7;051660016016;100mN31420E40619;MC;OS;4;86;S;F;75XX;EMP
051660016016-7;051660016016;100mN31420E40619;MC;OS;4;73;S;F;6574;EMP
051660016016-8;051660016016;100mN31379E40600;MC;NA;4;32;M;M;3039;NEP
051660016016-8;051660016016;100mN31379E40600;MC;NA;4;31;M;F;3039;NEP
051660016016-8;051660016016;100mN31379E40600;MC;NA;4;0;S;F;0003;NEP
051660016016-8;051660016016;100mN31379E40600;MC;NA;4;7;S;M;0614;NEP
051660016016-9;051660016016;100mN31385E40579;S;NA;1;44;S;M;4049;NEP
051660016016-10;051660016016;100mN31395E40613;S;OS;1;54;M;F;5064;EMP
051660016016-11;051660016016;100mN31385E40579;PO;NA;2;58;S;M;5064;NEP
051660016016-11;051660016016;100mN31385E40579;PO;NA;2;20;S;M;1824;NEP
051660016016-12;051660016016;100mN31385E40591;SM;NA;4;48;W;M;4049;EMP
051660016016-12;051660016016;100mN31385E40591;SM;NA;4;1;S;F;0003;NEP
051660016016-12;051660016016;100mN31385E40591;SM;NA;4;15;S;M;1517;EMP
051660016016-12;051660016016;100mN31385E40591;SM;NA;4;6;S;F;0614;NEP
051660016016-13;051660016016;100mN31406E40558;NA;OS;2;54;W;F;5064;EMP
051660016016-13;051660016016;100mN31406E40558;NA;OS;2;57;S;F;5064;NEP
051660016016-14;051660016016;100mN31385E40591;MC;NA;4;32;M;F;3039;EMP
051660016016-14;051660016016;100mN31385E40591;MC;NA;4;37;M;M;3039;NEP
051660016016-14;051660016016;100mN31385E40591;MC;NA;4;2;S;M;0003;NEP
051660016016-14;051660016016;100mN31385E40591;MC;NA;4;13;S;M;0614;NEP
051660016016-15;051660016016;100mN31385E40591;SF;MIX;3;68;M;M;6574;EMP
051660016016-15;051660016016;100mN31385E40591;SF;MIX;3;58;D;F;5064;EMP
051660016016-15;051660016016;100mN31385E40591;SF;MIX;3;4;S;M;0305;NEP
051660016016-16;051660016016;100mN31385E40591;PO;OS;2;73;S;F;6574;NEP
051660016016-16;051660016016;100mN31385E40591;PO;OS;2;76;S;F;75XX;EMP
051660016016-17;051660016016;100mN31394E40616;MC;MIX;2;70;M;F;6574;EMP
051660016016-17;051660016016;100mN31394E40616;MC;MIX;2;59;D;F;5064;EMP
051660016016-18;051660016016;100mN31397E40604;MC;NA;5;46;M;M;4049;EMP
051660016016-18;051660016016;100mN31397E40604;MC;NA;5;55;M;F;5064;EMP
051660016016-18;051660016016;100mN31397E40604;MC;NA;5;2;S;F;0003;NEP
051660016016-18;051660016016;100mN31397E40604;MC;NA;5;1;S;M;0003;NEP
051660016016-18;051660016016;100mN31397E40604;MC;NA;5;2;S;M;0003;NEP
051660016016-19;051660016016;100mN31397E40604;MC;MIX;3;73;D;F;6574;EMP
051660016016-19;051660016016;100mN31397E40604;MC;MIX;3;63;M;F;5064;NEP
051660016016-19;051660016016;100mN31397E40604;MC;MIX;3;37;S;F;3039;EMP
051660016016-20;051660016016;100mN31405E40553;S;NA;1;59;D;F;5064;NEP
051660016016-21;051660016016;100mN31437E40607;MC;MIX;3;65;S;M;6574;EMP
051660016016-21;051660016016;100mN31437E40607;MC;MIX;3;19;M;M;1824;UEP
051660016016-21;051660016016;100mN31437E40607;MC;MIX;3;18;M;F;1824;EMP
051660016016-22;051660016016;100mN31397E40604;S;NA;1;46;S;F;4049;NEP
051660016016-23;051660016016;100mN31406E40563;SF;NA;3;18;W;F;1824;EMP
051660016016-23;051660016016;100mN31406E40563;SF;NA;3;3;S;M;0305;NEP
051660016016-23;051660016016;100mN31406E40563;SF;NA;3;0;S;M;0003;NEP
051660016016-24;051660016016;100mN31393E40593;PO;MIX;2;68;S;M;6574;EMP
051660016016-24;051660016016;100mN31393E40593;PO;MIX;2;9;S;M;0614;NEP
051660016016-25;051660016016;100mN31397E40604;S;NA;1;67;D;M;6574;EMP
051660016016-26;051660016016;100mN31425E40615;NA;MIX;2;32;M;M;3039;EMP
051660016016-26;051660016016;100mN31425E40615;NA;MIX;2;38;D;M;3039;EMP
051660016016-27;051660016016;100mN31390E40602;MC;OS;2;70;M;F;6574;EMP
051660016016-27;051660016016;100mN31390E40602;MC;OS;2;65;M;M;6574;NEP
051660016016-28;051660016016;100mN31392E40619;MC;OS;2;77;M;F;75XX;NEP
051660016016-28;051660016016;100mN31392E40619;MC;OS;2;77;M;M;75XX;EMP
051660016016-29;051660016016;100mN31413E40560;MC;OS;2;72;M;M;6574;EMP
051660016016-29;051660016016;100mN31413E40560;MC;OS;2;67;M;F;6574;NEP
051660016016-30;051660016016;100mN31397E40586;MC;NA;2;63;M;F;5064;NEP
051660016016-30;051660016016;100mN31397E40586;MC;NA;2;36;M;F;3039;EMP
051660016016-31;051660016016;100mN31408E40559;MC;MIX;2;66;M;M;6574;EMP
051660016016-31;051660016016;100mN31408E40559;MC;MIX;2;60;M;F;5064;EMP
051660016016-32;051660016016;100mN31432E40582;S;NA;1;65;D;M;6574;EMP
051660016016-33;051660016016;100mN31394E40609;MC;NA;2;19;M;F;1824;NEP
051660016016-33;051660016016;100mN31394E40609;MC;NA;2;18;M;M;1824;EMP
051660016016-34;051660016016;100mN31385E40612;PO;MIX;4;71;M;M;6574;EMP
051660016016-34;051660016016;100mN31385E40612;PO;MIX;4;59;S;M;5064;EMP
051660016016-34;051660016016;100mN31385E40612;PO;MIX;4;63;S;M;5064;EMP
051660016016-34;051660016016;100mN31385E40612;PO;MIX;4;16;S;M;1517;EMP
051660016016-35;051660016016;100mN31406E40550;PO;NA;4;50;S;M;5064;NEP
051660016016-35;051660016016;100mN31406E40550;PO;NA;4;44;S;M;4049;NEP
051660016016-35;051660016016;100mN31406E40550;PO;NA;4;33;M;M;3039;EMP
051660016016-35;051660016016;100mN31406E40550;PO;NA;4;12;S;M;0614;NEP
051660016016-36;051660016016;100mN31391E40610;S;NA;1;84;M;F;75XX;NEP
051660016016-37;051660016016;100mN31415E40559;SF;NA;4;71;D;F;6574;EMP
051660016016-37;051660016016;100mN31415E40559;SF;NA;4;3;S;M;0305;NEP
051660016016-37;051660016016;100mN31415E40559;SF;NA;4;40;W;M;4049;EMP
051660016016-37;051660016016;100mN31415E40559;SF;NA;4;43;S;M;4049;EMP
051660016016-38;051660016016;100mN31363E40595;PO;OS;4;65;S;M;6574;EMP
051660016016-38;051660016016;100mN31363E40595;PO;OS;4;68;S;F;6574;NEP
051660016016-38;051660016016;100mN31363E40595;PO;OS;4;72;M;M;6574;EMP
051660016016-38;051660016016;100mN31363E40595;PO;OS;4;84;M;F;75XX;EMP
051660016016-39;051660016016;100mN31403E40616;MC;OS;2;75;M;M;75XX;EMP
051660016016-39;051660016016;100mN31403E40616;MC;OS;2;77;M;F;75XX;EMP
051660016016-40;051660016016;100mN31394E40609;PO;NA;3;21;S;M;1824;EMP
051660016016-40;051660016016;100mN31394E40609;PO;NA;3;18;S;M;1824;EMP
051660016016-40;051660016016;100mN31394E40609;PO;NA;3;4;S;M;0305;NEP
051660016016-41;051660016016;100mN31397E40625;S;NA;1;43;S;M;4049;EMP
051660016016-42;051660016016;100mN31394E40609;S;NA;1;28;S;M;2529;EMP
051660016016-43;051660016016;100mN31394E40609;MC;NA;2;47;M;F;4049;NEP
051660016016-43;051660016016;100mN31394E40609;MC;NA;2;52;M;M;5064;EMP
051660016016-44;051660016016;100mN31394E40609;PO;OS;4;78;S;M;75XX;NEP
