household_id;municipality_id;grid_id;HLA;HSC;HSI;age;FAM;SEX;AG2;EMP
053340012012-0;053340012012;100mN30838E40570;PO;NA;3;62;S;F;5064;EMP
053340012012-0;053340012012;100mN30838E40570;PO;NA;3;53;S;F;5064;NEP
053340012012-0;053340012012;100mN30838E40570;PO;NA;3;8;S;F;0614;NEP
053340012012-1;053340012012;100mN30839E40575;PO;NA;6;56;S;F;5064;EMP
053340012012-1;053340012012;100mN30839E40575;PO;NA;6;56;S;F;5064;EMP
053340012012-1;053340012012;100mN30839E40575;PO;NA;6;33;S;M;3039;NEP
053340012012-1;053340012012;100mN30839E40575;PO;NA;6;33;S;M;3039;EMP
053340012012-1;053340012012;100mN30839E40575;PO;NA;6;15;S;M;1517;UEP
053340012012-1;053340012012;100mN30839E40575;PO;NA;6;31;S;M;3039;EMP
053340012012-2;053340012012;100mN30843E40585;SF;NA;2;68;D;F;6574;NEP
053340012012-2;053340012012;100mN30843E40585;SF;NA;2;16;S;M;1517;EMP
053340012012-3;053340012012;100mN30845E40579;S;NA;1;60;M;F;5064;EMP
053340012012-4;053340012012;100mN30878E40557;MC;NA;2;34;M;F;3039;NEP
053340012012-4;053340012012;100mN30878E40557;MC;NA;2;43;M;M;4049;NEP
053340012012-5;053340012012;100mN30845E40579;MC;NA;2;57;M;M;5064;NEP
053340012012-5;053340012012;100mN30845E40579;MC;NA;2;53;M;F;5064;NEP
053340012012-6;053340012012;100mN30831E40562;S;NA;1;34;W;F;3039;NEP
053340012012-7;053340012012;100mN30845E40579;MC;OS;6;83;M;F;75XX;NEP
053340012012-7;053340012012;100mN30845E40579;MC;OS;6;89;M;M;75XX;EMP
053340012012-7;053340012012;100mN30845E40579;MC;OS;6;78;M;F;75XX;EMP
053340012012-7;053340012012;100mN30845E40579;MC;OS;6;70;S;F;6574;NEP
053340012012-7;053340012012;100mN30845E40579;MC;OS;6;70;M;F;6574;NEP
053340012012-7;053340012012;100mN30845E40579;MC;OS;6;69;W;F;6574;EMP
053340012012-8;053340012012;100mN30845E40579;PO;NA;2;61;S;M;5064;NEP
053340012012-8;053340012012;100mN30845E40579;PO;NA;2;43;M;M;4049;EMP
053340012012-9;053340012012;100mN30845E40579;MC;OS;4;76;M;M;75XX;NEP
053340012012-9;053340012012;100mN30845E40579;MC;OS;4;76;M;F;75XX;NEP
053340012012-9;053340012012;100mN30845E40579;MC;OS;4;80;M;M;75XX;EMP
053340012012-9;053340012012;100mN30845E40579;MC;OS;4;82;S;M;75XX;EMP
053340012012-10;053340012012;100mN30845E40579;MC;NA;5;38;M;F;3039;EMP
053340012012-10;053340012012;100mN30845E40579;MC;NA;5;38;M;M;3039;NEP
053340012012-10;053340012012;100mN30845E40579;MC;NA;5;22;S;M;1824;EMP
053340012012-10;053340012012;100mN30845E40579;MC;NA;5;13;S;M;0614;NEP
053340012012-10;053340012012;100mN30845E40579;MC;NA;5;19;S;M;1824;EMP
053340012012-11;053340012012;100mN30868E40594;S;NA;1;16;S;M;1517;EMP
053340012012-12;053340012012;100mN30845E40579;MC;NA;3;26;M;M;2529;EMP
053340012012-12;053340012012;100mN30845E40579;MC;NA;3;18;M;F;1824;NEP
053340012012-12;053340012012;100mN30845E40579;MC;NA;3;3;S;F;0305;NEP
053340012012-13;053340012012;100mN30841E40571;S;NA;1;85;S;F;75XX;EMP
