household_id;municipality_id;grid_id;HLA;HSC;HSI;age;FAM;SEX;AG2;EMP
059620060060-0;059620060060;100mN31280E41654;MC;OS;3;89;M;F;75XX;NEP
059620060060-0;059620060060;100mN31280E41654;MC;OS;3;32;M;F;3039;NEP
059620060060-0;059620060060;100mN31280E41654;MC;OS;3;69;S;F;6574;NEP
059620060060-1;059620060060;100mN31280E41658;S;OS;1;22;M;M;1824;EMP
059620060060-2;059620060060;100mN31307E41658;S;NA;1;57;M;M;5064;EMP
059620060060-3;059620060060;100mN31280E41654;MC;NA;5;57;M;M;5064;EMP
059620060060-3;059620060060;100mN31280E41654;MC;NA;5;18;M;F;1824;NEP
059620060060-3;059620060060;100mN31280E41654;MC;NA;5;4;S;M;0305;NEP
059620060060-3;059620060060;100mN31280E41654;MC;NA;5;37;M;F;3039;EMP
059620060060-3;059620060060;100mN31280E41654;MC;NA;5;11;S;F;0614;NEP
059620060060-4;059620060060;100mN31280E41654;MC;NA;2;54;M;M;5064;UEP
059620060060-4;059620060060;100mN31280E41654;MC;NA;2;55;M;F;5064;EMP
059620060060-5;059620060060;100mN31292E41639;S;NA;1;63;W;F;5064;EMP
059620060060-6;059620060060;100mN31280E41654;S;NA;1;30;S;M;3039;EMP
059620060060-7;059620060060;100mN31280E41654;S;NA;1;80;S;F;75XX;NEP
059620060060-8;059620060060;100mN31286E41665;S;OS;1;34;W;M;3039;NEP
059620060060-9;059620060060;100mN31279E41654;S;NA;1;45;M;F;4049;EMP
059620060060-10;059620060060;100mN31271E41646;MC;NA;5;46;M;F;4049;NEP
059620060060-10;059620060060;100mN31271E41646;MC;NA;5;48;M;M;4049;EMP
059620060060-10;059620060060;100mN31271E41646;MC;NA;5;12;S;F;0614;NEP
059620060060-10;059620060060;100mN31271E41646;MC;NA;5;30;W;F;3039;EMP
059620060060-10;059620060060;100mN31271E41646;MC;NA;5;9;S;M;0614;NEP
059620060060-11;059620060060;100mN31302E41655;S;OS;1;16;S;F;1517;NEP
059620060060-12;059620060060;100mN31304E41651;MC;NA;2;54;M;F;5064;NEP
059620060060-12;059620060060;100mN31304E41651;MC;NA;2;46;M;M;4049;EMP
059620060060-13;059620060060;100mN31281E41654;S;NA;1;65;S;M;6574;NEP
059620060060-14;059620060060;100mN31296E41651;S;NA;1;66;M;M;6574;EMP
059620060060-15;059620060060;100mN31297E41639;MC;NA;6;54;M;F;5064;NEP
059620060060-15;059620060060;100mN31297E41639;MC;NA;6;56;M;M;5064;EMP
059620060060-15;059620060060;100mN31297E41639;MC;NA;6;10;S;M;0614;NEP
059620060060-15;059620060060;100mN31297E41639;MC;NA;6;15;S;F;1517;NEP
059620060060-15;059620060060;100mN31297E41639;MC;NA;6;20;S;M;1824;EMP
059620060060-15;059620060060;100mN31297E41639;MC;NA;6;12;S;F;0614;NEP
059620060060-16;059620060060;100mN31280E41654;MC;NA;2;33;M;F;3039;EMP
059620060060-16;059620060060;100mN31280E41654;MC;NA;2;42;M;M;4049;EMP
059620060060-17;059620060060;100mN31296E41657;MC;OS;2;68;M;M;6574;EMP
059620060060-17;059620060060;100mN31296E41657;MC;OS;2;66;M;F;6574;NEP
059620060060-18;059620060060;100mN31280E41654;MC;OS;2;82;M;F;75XX;NEP
059620060060-18;059620060060;100mN31280E41654;MC;OS;2;78;M;M;75XX;EMP
059620060060-19;059620060060;100mN31280E41654;PO;OS;2;86;S;F;75XX;EMP
059620060060-19;059620060060;100mN31280E41654;PO;OS;2;85;S;F;75XX;EMP
059620060060-20;059620060060;100mN31303E41649;MC;NA;4;59;M;F;5064;EMP
059620060060-20;059620060060;100mN31303E41649;MC;NA;4;63;M;M;5064;NEP
059620060060-20;059620060060;100mN31303E41649;MC;NA;4;7;S;M;0614;NEP
059620060060-20;059620060060;100mN31303E41649;MC;NA;4;0;S;F;0003;NEP
059620060060-21;059620060060;100mN31284E41646;PO;NA;2;59;S;M;5064;EMP
059620060060-21;059620060060;100mN31284E41646;PO;NA;2;61;S;F;5064;EMP
059620060060-22;059620060060;100mN31268E41643;MC;MIX;2;72;M;M;6574;NEP
059620060060-22;059620060060;100mN31268E41643;MC;MIX;2;45;D;F;4049;NEP
059620060060-23;059620060060;100mN31295E41637;MC;NA;2;45;M;F;4049;NEP
059620060060-23;059620060060;100mN31295E41637;MC;NA;2;51;M;M;5064;EMP
059620060060-24;059620060060;100mN31280E41654;MC;NA;2;30;M;M;3039;EMP
059620060060-24;059620060060;100mN31280E41654;MC;NA;2;27;M;F;2529;NEP
059620060060-25;059620060060;100mN31292E41640;MC;NA;3;52;M;F;5064;NEP
059620060060-25;059620060060;100mN31292E41640;MC;NA;3;54;M;M;5064;EMP
059620060060-25;059620060060;100mN31292E41640;MC;NA;3;4;S;F;0305;NEP
059620060060-26;059620060060;100mN31295E41656;MC;OS;2;71;M;M;6574;NEP
