household_id;municipality_id;grid_id;HLA;HSC;HSI;age;FAM;SEX;AG2;EMP
059660008008-0;059660008008;100mN31035E41669;MC;NA;4;43;M;F;4049;NEP
059660008008-0;059660008008;100mN31035E41669;MC;NA;4;45;M;M;4049;NEP
059660008008-0;059660008008;100mN31035E41669;MC;NA;4;8;S;M;0614;NEP
059660008008-0;059660008008;100mN31035E41669;MC;NA;4;6;S;F;0614;NEP
059660008008-1;059660008008;100mN31035E41669;MC;OS;4;72;M;F;6574;EMP
059660008008-1;059660008008;100mN31035E41669;MC;OS;4;67;M;M;6574;NEP
059660008008-1;059660008008;100mN31035E41669;MC;OS;4;69;M;M;6574;EMP
059660008008-1;059660008008;100mN31035E41669;MC;OS;4;70;S;M;6574;EMP
059660008008-2;059660008008;100mN31035E41655;S;NA;1;81;D;M;75XX;EMP
059660008008-3;059660008008;100mN31051E41638;MC;NA;4;61;M;M;5064;EMP
059660008008-3;059660008008;100mN31051E41638;MC;NA;4;55;M;F;5064;NEP
059660008008-3;059660008008;100mN31051E41638;MC;NA;4;4;S;M;0305;NEP
059660008008-3;059660008008;100mN31051E41638;MC;NA;4;13;S;F;0614;NEP
059660008008-4;059660008008;100mN31050E41633;S;NA;1;62;W;F;5064;EMP
059660008008-5;059660008008;100mN31016E41621;SM;NA;3;65;D;M;6574;EMP
059660008008-5;059660008008;100mN31016E41621;SM;NA;3;3;S;M;0305;NEP
059660008008-5;059660008008;100mN31016E41621;SM;NA;3;6;S;M;0614;NEP
059660008008-6;059660008008;100mN31035E41669;SM;NA;3;81;W;M;75XX;EMP
059660008008-6;059660008008;100mN31035E41669;SM;NA;3;3;S;F;0305;NEP
059660008008-6;059660008008;100mN31035E41669;SM;NA;3;1;S;M;0003;NEP
059660008008-7;059660008008;100mN31075E41611;SF;NA;5;42;W;F;4049;EMP
059660008008-7;059660008008;100mN31075E41611;SF;NA;5;27;S;M;2529;NEP
059660008008-7;059660008008;100mN31075E41611;SF;NA;5;10;S;M;0614;NEP
059660008008-7;059660008008;100mN31075E41611;SF;NA;5;19;S;M;1824;EMP
059660008008-7;059660008008;100mN31075E41611;SF;NA;5;18;S;M;1824;NEP
059660008008-8;059660008008;100mN31047E41655;PO;NA;2;38;S;F;3039;NEP
059660008008-8;059660008008;100mN31047E41655;PO;NA;2;40;S;F;4049;EMP
059660008008-9;059660008008;100mN31047E41655;MC;OS;2;66;M;F;6574;NEP
059660008008-9;059660008008;100mN31047E41655;MC;OS;2;66;M;M;6574;EMP
059660008008-10;059660008008;100mN31038E41639;SM;NA;2;62;S;M;5064;EMP
059660008008-10;059660008008;100mN31038E41639;SM;NA;2;42;S;M;4049;NEP
059660008008-11;059660008008;100mN31036E41638;MC;NA;4;52;M;M;5064;EMP
059660008008-11;059660008008;100mN31036E41638;MC;NA;4;46;M;F;4049;NEP
059660008008-11;059660008008;100mN31036E41638;MC;NA;4;37;M;M;3039;EMP
059660008008-11;059660008008;100mN31036E41638;MC;NA;4;19;S;M;1824;EMP
059660008008-12;059660008008;100mN31035E41650;MC;NA;6;43;M;F;4049;EMP
059660008008-12;059660008008;100mN31035E41650;MC;NA;6;38;M;M;3039;EMP
059660008008-12;059660008008;100mN31035E41650;MC;NA;6;20;M;M;1824;EMP
059660008008-12;059660008008;100mN31035E41650;MC;NA;6;7;S;F;0614;NEP
059660008008-12;059660008008;100mN31035E41650;MC;NA;6;8;S;M;0614;NEP
059660008008-12;059660008008;100mN31035E41650;MC;NA;6;16;S;M;1517;EMP
059660008008-13;059660008008;100mN31053E41630;MC;NA;5;31;M;F;3039;NEP
059660008008-13;059660008008;100mN31053E41630;MC;NA;5;30;M;M;3039;EMP
059660008008-13;059660008008;100mN31053E41630;MC;NA;5;4;S;F;0305;NEP
059660008008-13;059660008008;100mN31053E41630;MC;NA;5;11;S;F;0614;NEP
059660008008-13;059660008008;100mN31053E41630;MC;NA;5;1;S;F;0003;NEP
059660008008-14;059660008008;100mN31030E41627;MC;NA;3;51;M;M;5064;EMP
059660008008-14;059660008008;100mN31030E41627;MC;NA;3;56;M;F;5064;EMP
059660008008-14;059660008008;100mN31030E41627;MC;NA;3;2;S;M;0003;NEP
059660008008-15;059660008008;100mN31035E41650;MC;OS;2;78;M;M;75XX;NEP
059660008008-15;059660008008;100mN31035E41650;MC;OS;2;83;M;F;75XX;EMP
059660008008-16;059660008008;100mN31036E41656;SM;NA;2;32;S;M;3039;EMP
059660008008-16;059660008008;100mN31036E41656;SM;NA;2;16;S;M;1517;EMP
059660008008-17;059660008008;100mN31035E41650;MC;NA;3;40;M;F;4049;EMP
059660008008-17;059660008008;100mN31035E41650;MC;NA;3;38;M;M;3039;EMP
059660008008-17;059660008008;100mN31035E41650;MC;NA;3;3;S;F;0305;NEP
059660008008-18;059660008008;100mN31036E41649;MC;OS;2;89;M;F;75XX;EMP
059660008008-18;059660008008;100mN31036E41649;MC;OS;2;63;W;M;5064;NEP
059660008008-19;059660008008;100mN31020E41671;S;NA;1;58;M;F;5064;NEP
059660008008-20;059660008008;100mN31037E41652;S;NA;1;36;M;M;3039;EMP
059660008008-21;059660008008;100mN31020E41671;MC;NA;4;21;M;M;1824;EMP
059660008008-21;059660008008;100mN31020E41671;MC;NA;4;20;M;F;1824;NEP
059660008008-21;059660008008;100mN31020E41671;MC;NA;4;4;S;M;0305;NEP
059660008008-21;059660008008;100mN31020E41671;MC;NA;4;6;S;F;0614;NEP
059660008008-22;059660008008;100mN31061E41652;MC;NA;2;62;M;M;5064;EMP
059660008008-22;059660008008;100mN31061E41652;MC;NA;2;8;S;F;0614;NEP
059660008008-23;059660008008;100mN31036E41638;MC;NA;3;26;M;F;2529;EMP
059660008008-23;059660008008;100mN31036E41638;MC;NA;3;27;M;M;2529;EMP
059660008008-23;059660008008;100mN31036E41638;MC;NA;3;6;S;M;0614;NEP
059660008008-24;059660008008;100mN31039E41646;MC;NA;4;55;M;F;5064;NEP
059660008008-24;059660008008;100mN31039E41646;MC;NA;4;47;M;M;4049;NEP
059660008008-24;059660008008;100mN31039E41646;MC;NA;4;4;S;M;0305;NEP
059660008008-24;059660008008;100mN31039E41646;MC;NA;4;19;S;M;1824;EMP
059660008008-25;059660008008;100mN31039E41646;SM;NA;2;76;S;M;75XX;EMP
059660008008-25;059660008008;100mN31039E41646;SM;NA;2;6;S;F;0614;NEP
059660008008-26;059660008008;100mN31059E41654;S;OS;1;32;M;F;3039;EMP
059660008008-27;059660008008;100mN31039E41646;MC;NA;3;22;M;F;1824;NEP
059660008008-27;059660008008;100mN31039E41646;MC;NA;3;23;M;M;1824;EMP
059660008008-27;059660008008;100mN31039E41646;MC;NA;3;3;S;M;0305;NEP
059660008008-28;059660008008;100mN31050E41633;MC;NA;3;46;M;F;4049;NEP
059660008008-28;059660008008;100mN31050E41633;MC;NA;3;48;M;M;4049;EMP
059660008008-28;059660008008;100mN31050E41633;MC;NA;3;3;S;F;0305;NEP
059660008008-29;059660008008;100mN31081E41652;SF;NA;4;51;W;F;5064;EMP
059660008008-29;059660008008;100mN31081E41652;SF;NA;4;16;S;M;1517;NEP
059660008008-29;059660008008;100mN31081E41652;SF;NA;4;6;S;F;0614;NEP
059660008008-29;059660008008;100mN31081E41652;SF;NA;4;30;S;F;3039;EMP
059660008008-30;059660008008;100mN31039E41646;S;NA;1;67;W;F;6574;EMP
059660008008-31;059660008008;100mN31039E41646;MC;NA;2;21;M;M;1824;NEP
059660008008-31;059660008008;100mN31039E41646;MC;NA;2;20;M;F;1824;EMP
059660008008-32;059660008008;100mN31039E41646;S;NA;1;62;M;M;5064;EMP
059660008008-33;059660008008;100mN31050E41631;MC;NA;4;60;M;M;5064;NEP
059660008008-33;059660008008;100mN31050E41631;MC;NA;4;51;M;F;5064;NEP
059660008008-33;059660008008;100mN31050E41631;MC;NA;4;2;S;M;0003;NEP
059660008008-33;059660008008;100mN31050E41631;MC;NA;4;6;S;M;0614;NEP
059660008008-34;059660008008;100mN31039E41646;MC;MIX;2;73;M;F;6574;EMP
059660008008-34;059660008008;100mN31039E41646;MC;MIX;2;22;M;M;1824;NEP
059660008008-35;059660008008;100mN31050E41635;SF;NA;4;41;W;F;4049;NEP
059660008008-35;059660008008;100mN31050E41635;SF;NA;4;6;S;F;0614;NEP
059660008008-35;059660008008;100mN31050E41635;SF;NA;4;25;W;F;2529;EMP
059660008008-35;059660008008;100mN31050E41635;SF;NA;4;20;S;M;1824;EMP
