household_id;municipality_id;grid_id;HLA;HSC;HSI;age;FAM;SEX;AG2;EMP
051580020020-0;051580020020;100mN31176E41074;NA;NA;4;56;S;F;5064;NEP
051580020020-0;051580020020;100mN31176E41074;NA;NA;4;63;M;F;5064;NEP
051580020020-0;051580020020;100mN31176E41074;NA;NA;4;67;M;M;6574;EMP
051580020020-0;051580020020;100mN31176E41074;NA;NA;4;62;S;M;5064;NEP
051580020020-1;051580020020;100mN31180E41079;S;OS;1;63;S;M;5064;NEP
051580020020-2;051580020020;100mN31135E41069;MC;NA;2;52;M;F;5064;NEP
051580020020-2;051580020020;100mN31135E41069;MC;NA;2;44;M;M;4049;NEP
051580020020-3;051580020020;100mN31152E41084;PO;OS;2;70;S;M;6574;NEP
051580020020-3;051580020020;100mN31152E41084;PO;OS;2;70;S;F;6574;EMP
051580020020-4;051580020020;100mN31170E41071;SM;NA;2;56;S;M;5064;EMP
051580020020-4;051580020020;100mN31170E41071;SM;NA;2;6;S;M;0614;NEP
051580020020-5;051580020020;100mN31167E41074;MC;NA;2;45;M;F;4049;NEP
051580020020-5;051580020020;100mN31167E41074;MC;NA;2;51;M;M;5064;NEP
051580020020-6;051580020020;100mN31147E41071;S;NA;1;44;D;F;4049;NEP
051580020020-7;051580020020;100mN31170E41071;MC;NA;3;41;M;M;4049;EMP
051580020020-7;051580020020;100mN31170E41071;MC;NA;3;32;M;F;3039;EMP
051580020020-7;051580020020;100mN31170E41071;MC;NA;3;10;S;M;0614;NEP
051580020020-8;051580020020;100mN31170E41071;MC;MIX;3;72;M;M;6574;EMP
051580020020-8;051580020020;100mN31170E41071;MC;MIX;3;44;M;F;4049;NEP
051580020020-8;051580020020;100mN31170E41071;MC;MIX;3;46;M;M;4049;EMP
051580020020-9;051580020020;100mN31142E41071;S;OS;1;35;D;M;3039;EMP
051580020020-10;051580020020;100mN31156E41077;S;NA;1;61;M;M;5064;NEP
051580020020-11;051580020020;100mN31170E41071;MC;NA;4;37;M;M;3039;NEP
051580020020-11;051580020020;100mN31170E41071;MC;NA;4;30;M;F;3039;EMP
051580020020-11;051580020020;100mN31170E41071;MC;NA;4;16;S;M;1517;EMP
